model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
5 Series,2019,38666,Semi-Auto,128215,Diesel,93,38.2,5.0,4,0,0,1,Diesel,4,2,0,1,1
1 Series,2013,9084,Automatic,53016,Other,45,36.1,2.5,10,1,0,0,Other,0,0,3,0,0
1 Series,2016,33282,Automatic,20301,Petrol,98,22.8,2.0,7,1,0,0,Petrol,0,0,4,1,1
X3,2022,68176,Automatic,84717,Diesel,233,49.3,4.4,1,1,0,0,Diesel,9,0,0,2,1
X1,2021,86401,Manual,10168,Diesel,268,47.8,6.0,2,0,1,0,Diesel,7,1,0,2,1
3 Series,2010,66911,Semi-Auto,69109,Petrol,36,35.0,4.4,13,0,0,1,Petrol,2,2,4,2,0
3 Series,2014,49061,Automatic,19973,Petrol,74,47.7,4.0,9,1,0,0,Petrol,2,0,4,1,0
1 Series,2012,25330,Automatic,94059,Petrol,57,34.7,1.5,11,1,0,0,Petrol,0,0,4,1,0
2 Series,2014,3000,Manual,100017,Other,18,22.9,4.0,9,0,1,0,Other,1,1,3,0,0
Z4,2013,41006,Semi-Auto,82115,Diesel,187,49.5,5.0,10,0,0,1,Diesel,14,2,0,1,0
1 Series,2011,3000,Automatic,76406,Petrol,138,58.6,3.0,12,1,0,0,Petrol,0,0,4,0,0
3 Series,2020,80718,Semi-Auto,10109,Petrol,142,45.9,3.5,3,0,0,1,Petrol,2,2,4,2,1
4 Series,2013,15417,Automatic,27842,Petrol,107,31.1,3.0,10,1,0,0,Petrol,3,0,4,0,0
X2,2012,3000,Automatic,142788,Diesel,220,30.8,2.0,11,1,0,0,Diesel,8,0,0,0,0
5 Series,2022,53737,Automatic,98969,Electric,144,57.2,3.0,1,1,0,0,Electric,4,0,1,2,1
1 Series,2010,37972,Automatic,108055,Diesel,4,32.1,4.0,13,1,0,0,Diesel,0,0,0,1,0
1 Series,2021,89912,Automatic,47408,Petrol,55,50.7,2.5,2,1,0,0,Petrol,0,0,4,2,1
X1,2019,17154,Manual,109407,Diesel,254,45.7,3.0,4,0,1,0,Diesel,7,1,0,0,1
5 Series,2017,32645,Manual,37530,Other,221,43.7,2.5,6,0,1,0,Other,4,1,3,1,1
1 Series,2014,48907,Manual,111047,Diesel,47,27.2,2.0,9,0,1,0,Diesel,0,1,0,1,0
X1,2013,3430,Automatic,60730,Electric,162,21.4,3.0,10,1,0,0,Electric,7,0,1,0,0
1 Series,2019,85555,Automatic,76623,Petrol,235,39.5,2.5,4,1,0,0,Petrol,0,0,4,2,1
X5,2021,60272,Automatic,78658,Diesel,247,59.5,2.0,2,1,0,0,Diesel,11,0,0,2,1
3 Series,2014,50559,Automatic,31898,Diesel,99,27.8,4.0,9,1,0,0,Diesel,2,0,0,2,0
1 Series,2013,76457,Automatic,64908,Diesel,20,41.5,5.0,10,1,0,0,Diesel,0,0,0,2,0
X1,2012,26422,Automatic,82377,Diesel,101,46.8,1.5,11,1,0,0,Diesel,7,0,0,1,0
5 Series,2014,27032,Automatic,92118,Petrol,4,39.3,3.0,9,1,0,0,Petrol,4,0,4,1,0
Z4,2013,4375,Manual,58392,Petrol,196,40.3,2.5,10,0,1,0,Petrol,14,1,4,0,0
7 Series,2010,65510,Automatic,76578,Hybrid,148,46.4,2.5,13,1,0,0,Hybrid,6,0,2,2,0
3 Series,2021,87330,Semi-Auto,27505,Petrol,210,52.6,2.5,2,0,0,1,Petrol,2,2,4,2,1
X3,2012,17185,Automatic,89830,Other,159,33.3,2.5,11,1,0,0,Other,9,0,3,0,0
3 Series,2019,3000,Semi-Auto,138245,Diesel,145,56.0,2.5,4,0,0,1,Diesel,2,2,0,0,1
6 Series,2019,62051,Automatic,85052,Diesel,57,39.4,2.0,4,1,0,0,Diesel,5,0,0,2,1
5 Series,2017,62997,Automatic,7932,Hybrid,239,46.5,2.5,6,1,0,0,Hybrid,4,0,2,2,1
7 Series,2016,20071,Automatic,84445,Diesel,78,24.3,3.0,7,1,0,0,Diesel,6,0,0,0,0
1 Series,2011,25074,Manual,148784,Diesel,151,39.7,1.5,12,0,1,0,Diesel,0,1,0,1,0
5 Series,2010,3000,Automatic,30105,Petrol,4,20.6,2.5,13,1,0,0,Petrol,4,0,4,0,0
2 Series,2012,3000,Automatic,108083,Diesel,180,35.6,1.5,11,1,0,0,Diesel,1,0,0,0,0
X6,2014,42078,Manual,31382,Diesel,200,22.2,2.5,9,0,1,0,Diesel,12,1,0,1,0
3 Series,2019,3000,Automatic,88892,Diesel,132,55.9,1.5,4,1,0,0,Diesel,2,0,0,0,1
3 Series,2020,62041,Automatic,20589,Diesel,121,46.9,2.5,3,1,0,0,Diesel,2,0,0,2,1
X6,2021,11224,Automatic,121829,Petrol,168,51.7,3.5,2,1,0,0,Petrol,12,0,4,0,1
X4,2010,37961,Automatic,90452,Diesel,97,38.7,3.0,13,1,0,0,Diesel,10,0,0,1,0
1 Series,2012,54312,Automatic,135923,Petrol,281,54.1,3.0,11,1,0,0,Petrol,0,0,4,2,0
5 Series,2012,3000,Automatic,139654,Petrol,267,54.9,2.5,11,1,0,0,Petrol,4,0,4,0,0
3 Series,2014,3000,Automatic,137579,Petrol,18,34.3,4.4,9,1,0,0,Petrol,2,0,4,0,0
4 Series,2012,3000,Automatic,138006,Petrol,131,35.1,2.5,11,1,0,0,Petrol,3,0,4,0,0
1 Series,2022,34220,Manual,42971,Diesel,95,40.3,2.0,1,0,1,0,Diesel,0,1,0,1,1
3 Series,2018,50132,Automatic,5659,Petrol,209,21.7,4.4,5,1,0,0,Petrol,2,0,4,2,1
X5,2010,65359,Automatic,5398,Petrol,4,59.8,2.0,13,1,0,0,Petrol,11,0,4,2,0
1 Series,2013,102805,Automatic,7242,Petrol,127,34.4,6.0,10,1,0,0,Petrol,0,0,4,2,0
5 Series,2022,38361,Automatic,142868,Diesel,53,38.8,2.5,1,1,0,0,Diesel,4,0,0,1,1
5 Series,2022,24575,Automatic,131014,Diesel,197,50.2,1.5,1,1,0,0,Diesel,4,0,0,1,1
3 Series,2019,40021,Automatic,52175,Diesel,205,31.9,4.0,4,1,0,0,Diesel,2,0,0,1,1
5 Series,2019,48607,Automatic,14937,Diesel,179,28.1,1.5,4,1,0,0,Diesel,4,0,0,1,1
7 Series,2013,24192,Semi-Auto,13343,Diesel,240,25.1,2.0,10,0,0,1,Diesel,6,2,0,1,0
3 Series,2010,24204,Automatic,57875,Petrol,273,41.1,2.5,13,1,0,0,Petrol,2,0,4,1,0
X1,2011,71213,Automatic,47803,Electric,137,20.2,3.0,12,1,0,0,Electric,7,0,1,2,0
X6,2020,14821,Automatic,60937,Petrol,22,48.4,2.0,3,1,0,0,Petrol,12,0,4,0,1
X5,2010,31864,Automatic,78069,Petrol,119,38.5,3.0,13,1,0,0,Petrol,11,0,4,1,0
3 Series,2015,16558,Manual,16438,Diesel,114,41.3,3.5,8,0,1,0,Diesel,2,1,0,0,0
1 Series,2012,45700,Automatic,80504,Diesel,81,30.5,2.0,11,1,0,0,Diesel,0,0,0,1,0
3 Series,2016,82510,Automatic,18490,Diesel,195,27.1,3.0,7,1,0,0,Diesel,2,0,0,2,1
5 Series,2014,6925,Automatic,142448,Petrol,179,48.0,5.0,9,1,0,0,Petrol,4,0,4,0,0
5 Series,2018,73164,Automatic,67254,Diesel,174,28.4,5.0,5,1,0,0,Diesel,4,0,0,2,1
X3,2016,22496,Automatic,106380,Diesel,197,51.2,2.0,7,1,0,0,Diesel,9,0,0,1,0
1 Series,2013,44777,Automatic,37763,Petrol,25,28.1,3.5,10,1,0,0,Petrol,0,0,4,1,0
1 Series,2014,34921,Automatic,66841,Petrol,98,44.5,3.5,9,1,0,0,Petrol,0,0,4,1,0
5 Series,2014,23767,Automatic,42347,Diesel,232,45.8,4.0,9,1,0,0,Diesel,4,0,0,1,0
X3,2020,32706,Automatic,42684,Petrol,190,40.2,2.5,3,1,0,0,Petrol,9,0,4,1,1
3 Series,2014,35055,Automatic,31711,Petrol,65,59.9,2.0,9,1,0,0,Petrol,2,0,4,1,0
X1,2019,78497,Automatic,15177,Petrol,245,35.0,1.5,4,1,0,0,Petrol,7,0,4,2,1
3 Series,2018,3000,Automatic,126220,Petrol,103,55.3,2.5,5,1,0,0,Petrol,2,0,4,0,1
4 Series,2019,23249,Semi-Auto,32391,Petrol,190,26.8,2.0,4,0,0,1,Petrol,3,2,4,1,1
6 Series,2012,69701,Automatic,16788,Petrol,140,33.5,3.5,11,1,0,0,Petrol,5,0,4,2,0
3 Series,2015,21890,Semi-Auto,52055,Petrol,178,25.8,2.0,8,0,0,1,Petrol,2,2,4,1,0
3 Series,2017,64426,Automatic,115187,Hybrid,260,44.1,3.5,6,1,0,0,Hybrid,2,0,2,2,1
5 Series,2020,16980,Manual,119071,Petrol,174,45.5,2.0,3,0,1,0,Petrol,4,1,4,0,1
3 Series,2018,37903,Automatic,131101,Diesel,163,38.1,2.5,5,1,0,0,Diesel,2,0,0,1,1
X3,2022,68800,Automatic,87462,Electric,18,48.8,2.5,1,1,0,0,Electric,9,0,1,2,1
X6,2016,44870,Manual,14376,Diesel,19,54.7,3.0,7,0,1,0,Diesel,12,1,0,1,1
X3,2021,28747,Manual,48606,Petrol,286,51.1,2.5,2,0,1,0,Petrol,9,1,4,1,1
X6,2012,57864,Automatic,79393,Petrol,238,29.7,3.0,11,1,0,0,Petrol,12,0,4,2,0
5 Series,2010,3000,Automatic,63996,Diesel,43,32.8,1.5,13,1,0,0,Diesel,4,0,0,0,0
3 Series,2013,55354,Automatic,2283,Hybrid,195,35.2,2.0,10,1,0,0,Hybrid,2,0,2,2,0
X5,2022,30106,Semi-Auto,81456,Petrol,194,28.2,2.5,1,0,0,1,Petrol,11,2,4,1,1
5 Series,2015,30978,Automatic,66783,Petrol,48,34.4,2.0,8,1,0,0,Petrol,4,0,4,1,0
X3,2012,3000,Automatic,97382,Diesel,58,29.5,1.5,11,1,0,0,Diesel,9,0,0,0,0
3 Series,2010,49690,Manual,73178,Diesel,131,59.8,2.0,13,0,1,0,Diesel,2,1,0,2,0
1 Series,2015,49000,Manual,18365,Diesel,166,51.3,3.5,8,0,1,0,Diesel,0,1,0,1,0
i8,2010,3000,Automatic,113255,Diesel,134,54.4,2.5,13,1,0,0,Diesel,16,0,0,0,0
3 Series,2018,18822,Automatic,117829,Petrol,88,56.9,2.0,5,1,0,0,Petrol,2,0,4,0,1
i3,2020,42295,Semi-Auto,127267,Diesel,270,46.6,1.5,3,0,0,1,Diesel,15,2,0,1,1
Z4,2021,10472,Automatic,77387,Diesel,262,27.0,2.5,2,1,0,0,Diesel,14,0,0,0,1
X6,2010,3506,Manual,80942,Diesel,115,50.3,2.5,13,0,1,0,Diesel,12,1,0,0,0
X3,2022,11508,Automatic,147000,Diesel,195,20.6,3.0,1,1,0,0,Diesel,9,0,0,0,1
X1,2015,3000,Automatic,148904,Diesel,107,24.5,4.4,8,1,0,0,Diesel,7,0,0,0,0
4 Series,2010,49547,Automatic,139606,Petrol,46,21.2,2.5,13,1,0,0,Petrol,3,0,4,2,0
3 Series,2021,3000,Automatic,133907,Diesel,240,25.4,3.0,2,1,0,0,Diesel,2,0,0,0,1
5 Series,2016,34076,Manual,71251,Diesel,229,50.1,3.0,7,0,1,0,Diesel,4,1,0,1,1
X1,2012,43771,Automatic,55780,Diesel,244,55.4,2.5,11,1,0,0,Diesel,7,0,0,1,0
5 Series,2015,63436,Automatic,67412,Petrol,249,31.2,1.5,8,1,0,0,Petrol,4,0,4,2,0
5 Series,2016,3000,Automatic,141397,Diesel,76,24.8,2.5,7,1,0,0,Diesel,4,0,0,0,0
3 Series,2010,3000,Automatic,99975,Diesel,61,30.9,2.5,13,1,0,0,Diesel,2,0,0,0,0
X1,2010,17856,Automatic,130788,Diesel,58,45.9,3.0,13,1,0,0,Diesel,7,0,0,0,0
2 Series,2022,42606,Automatic,61662,Diesel,237,34.0,2.0,1,1,0,0,Diesel,1,0,0,1,1
3 Series,2014,3000,Automatic,99664,Petrol,188,58.4,3.0,9,1,0,0,Petrol,2,0,4,0,0
X4,2015,49735,Manual,81249,Petrol,55,25.2,3.5,8,0,1,0,Petrol,10,1,4,2,0
X3,2018,9051,Manual,57525,Diesel,77,59.6,2.5,5,0,1,0,Diesel,9,1,0,0,1
X6,2010,42688,Automatic,142656,Electric,221,20.5,2.0,13,1,0,0,Electric,12,0,1,1,0
X1,2022,59935,Automatic,135973,Petrol,46,38.1,3.0,1,1,0,0,Petrol,7,0,4,2,1
X5,2013,53180,Automatic,114094,Petrol,137,30.1,5.0,10,1,0,0,Petrol,11,0,4,2,0
1 Series,2019,72746,Automatic,57203,Hybrid,23,42.7,3.0,4,1,0,0,Hybrid,0,0,2,2,1
X6,2017,3000,Manual,88597,Diesel,28,23.9,2.0,6,0,1,0,Diesel,12,1,0,0,1
1 Series,2019,66416,Automatic,3090,Diesel,134,55.0,2.5,4,1,0,0,Diesel,0,0,0,2,1
4 Series,2018,45212,Automatic,23454,Petrol,280,25.5,4.4,5,1,0,0,Petrol,3,0,4,1,1
i8,2022,83194,Automatic,56084,Diesel,291,43.5,3.0,1,1,0,0,Diesel,16,0,0,2,1
3 Series,2012,59480,Automatic,98103,Diesel,188,21.3,2.0,11,1,0,0,Diesel,2,0,0,2,0
3 Series,2020,21349,Automatic,105560,Diesel,70,32.4,3.0,3,1,0,0,Diesel,2,0,0,0,1
X5,2011,3000,Automatic,146213,Petrol,205,26.0,2.5,12,1,0,0,Petrol,11,0,4,0,0
3 Series,2013,40642,Automatic,13746,Diesel,241,59.1,2.5,10,1,0,0,Diesel,2,0,0,1,0
4 Series,2011,84785,Semi-Auto,4347,Petrol,183,20.5,2.5,12,0,0,1,Petrol,3,2,4,2,0
1 Series,2010,33341,Manual,141433,Petrol,127,34.1,3.0,13,0,1,0,Petrol,0,1,4,1,0
1 Series,2021,17183,Manual,112972,Diesel,229,32.1,2.0,2,0,1,0,Diesel,0,1,0,0,1
Z4,2012,38584,Semi-Auto,5101,Petrol,40,46.3,2.5,11,0,0,1,Petrol,14,2,4,1,0
X3,2016,16093,Automatic,106811,Petrol,280,22.3,3.0,7,1,0,0,Petrol,9,0,4,0,0
2 Series,2022,50893,Manual,49095,Petrol,161,52.4,3.0,1,0,1,0,Petrol,1,1,4,2,1
3 Series,2022,33266,Automatic,102483,Diesel,157,38.7,2.0,1,1,0,0,Diesel,2,0,0,1,1
X3,2010,28420,Automatic,121902,Petrol,20,38.1,2.5,13,1,0,0,Petrol,9,0,4,1,0
X1,2011,12399,Manual,18747,Diesel,9,29.1,1.5,12,0,1,0,Diesel,7,1,0,0,0
X1,2010,23031,Automatic,147081,Diesel,86,39.6,2.5,13,1,0,0,Diesel,7,0,0,1,0
X3,2017,38075,Semi-Auto,90187,Diesel,32,34.6,2.0,6,0,0,1,Diesel,9,2,0,1,1
X1,2014,7107,Automatic,133128,Diesel,202,29.8,1.5,9,1,0,0,Diesel,7,0,0,0,0
5 Series,2017,25871,Manual,31375,Diesel,3,26.7,2.5,6,0,1,0,Diesel,4,1,0,1,1
3 Series,2012,3000,Automatic,142148,Petrol,22,49.1,4.4,11,1,0,0,Petrol,2,0,4,0,0
X5,2022,31066,Automatic,117612,Petrol,196,25.7,4.4,1,1,0,0,Petrol,11,0,4,1,1
3 Series,2021,65650,Automatic,111541,Diesel,273,26.7,2.5,2,1,0,0,Diesel,2,0,0,2,1
X3,2016,22812,Manual,41664,Other,272,43.1,2.5,7,0,1,0,Other,9,1,3,1,0
3 Series,2017,10352,Automatic,39779,Petrol,106,29.0,2.0,6,1,0,0,Petrol,2,0,4,0,1
X1,2015,25849,Automatic,60312,Diesel,199,38.4,1.5,8,1,0,0,Diesel,7,0,0,1,0
X5,2022,96702,Automatic,12414,Hybrid,214,42.1,3.0,1,1,0,0,Hybrid,11,0,2,2,1
3 Series,2022,60904,Automatic,147948,Diesel,1,31.0,3.5,1,1,0,0,Diesel,2,0,0,2,1
1 Series,2016,35080,Automatic,124938,Petrol,120,33.7,4.0,7,1,0,0,Petrol,0,0,4,1,0
1 Series,2021,83232,Automatic,10198,Diesel,102,28.4,4.4,2,1,0,0,Diesel,0,0,0,2,1
X1,2011,3000,Manual,94302,Petrol,148,38.4,4.4,12,0,1,0,Petrol,7,1,4,0,0
2 Series,2017,21723,Automatic,100524,Diesel,151,59.7,1.5,6,1,0,0,Diesel,1,0,0,1,1
1 Series,2014,34705,Automatic,104170,Petrol,52,34.5,5.0,9,1,0,0,Petrol,0,0,4,1,0
X5,2016,52103,Automatic,124393,Diesel,165,46.1,2.5,7,1,0,0,Diesel,11,0,0,2,1
3 Series,2010,3000,Automatic,117305,Hybrid,166,45.4,4.0,13,1,0,0,Hybrid,2,0,2,0,0
5 Series,2014,61764,Automatic,121759,Electric,294,51.5,2.5,9,1,0,0,Electric,4,0,1,2,0
X2,2010,14754,Manual,71148,Diesel,70,48.5,2.5,13,0,1,0,Diesel,8,1,0,0,0
3 Series,2021,3000,Automatic,109169,Petrol,127,20.5,1.5,2,1,0,0,Petrol,2,0,4,0,1
5 Series,2022,25052,Automatic,32528,Petrol,32,32.4,1.5,1,1,0,0,Petrol,4,0,4,1,1
1 Series,2017,27652,Automatic,142355,Diesel,156,54.8,3.0,6,1,0,0,Diesel,0,0,0,1,1
1 Series,2013,20224,Automatic,137025,Diesel,265,41.6,4.4,10,1,0,0,Diesel,0,0,0,0,0
3 Series,2013,13984,Automatic,126728,Petrol,203,24.2,2.0,10,1,0,0,Petrol,2,0,4,0,0
1 Series,2011,31300,Automatic,87234,Petrol,194,31.0,1.5,12,1,0,0,Petrol,0,0,4,1,0
X1,2014,27239,Manual,60121,Hybrid,108,31.3,2.0,9,0,1,0,Hybrid,7,1,2,1,0
5 Series,2010,7135,Automatic,23016,Diesel,158,54.9,2.0,13,1,0,0,Diesel,4,0,0,0,0
7 Series,2018,43656,Automatic,145320,Petrol,282,42.1,2.0,5,1,0,0,Petrol,6,0,4,1,1
3 Series,2014,16305,Automatic,121184,Petrol,26,44.3,1.5,9,1,0,0,Petrol,2,0,4,0,0
3 Series,2015,3481,Automatic,149348,Diesel,226,34.7,2.0,8,1,0,0,Diesel,2,0,0,0,0
X3,2011,3000,Semi-Auto,97544,Diesel,251,22.4,4.4,12,0,0,1,Diesel,9,2,0,0,0
X7,2019,6580,Automatic,149427,Diesel,264,23.0,4.0,4,1,0,0,Diesel,13,0,0,0,1
1 Series,2019,78215,Semi-Auto,59451,Electric,261,36.8,2.5,4,0,0,1,Electric,0,2,1,2,1
6 Series,2010,85525,Automatic,22529,Diesel,133,27.1,6.0,13,1,0,0,Diesel,5,0,0,2,0
X1,2013,3000,Automatic,121542,Electric,25,24.2,2.0,10,1,0,0,Electric,7,0,1,0,0
X1,2016,50575,Automatic,21096,Diesel,42,30.5,3.0,7,1,0,0,Diesel,7,0,0,2,1
7 Series,2015,4141,Automatic,96653,Diesel,18,49.7,3.0,8,1,0,0,Diesel,6,0,0,0,0
1 Series,2019,76270,Automatic,4417,Diesel,15,22.9,1.5,4,1,0,0,Diesel,0,0,0,2,1
1 Series,2010,37041,Automatic,72981,Petrol,104,37.9,2.5,13,1,0,0,Petrol,0,0,4,1,0
X1,2010,3000,Automatic,71953,Petrol,278,53.0,5.0,13,1,0,0,Petrol,7,0,4,0,0
3 Series,2017,53490,Automatic,16494,Diesel,202,30.7,1.5,6,1,0,0,Diesel,2,0,0,2,1
X2,2013,57417,Automatic,112670,Petrol,207,32.1,2.0,10,1,0,0,Petrol,8,0,4,2,0
5 Series,2014,15527,Automatic,119839,Diesel,165,55.4,5.0,9,1,0,0,Diesel,4,0,0,0,0
1 Series,2022,3635,Manual,145374,Diesel,58,46.0,1.5,1,0,1,0,Diesel,0,1,0,0,1
X3,2016,16743,Automatic,56669,Diesel,47,51.9,2.5,7,1,0,0,Diesel,9,0,0,0,0
3 Series,2017,57684,Manual,59263,Petrol,147,31.6,4.4,6,0,1,0,Petrol,2,1,4,2,1
7 Series,2019,30707,Automatic,41274,Diesel,276,59.9,4.4,4,1,0,0,Diesel,6,0,0,1,1
X3,2016,55775,Automatic,120240,Diesel,177,25.6,5.0,7,1,0,0,Diesel,9,0,0,2,1
6 Series,2011,3118,Automatic,39441,Petrol,288,58.5,2.5,12,1,0,0,Petrol,5,0,4,0,0
X6,2013,64821,Automatic,64327,Hybrid,113,56.1,1.5,10,1,0,0,Hybrid,12,0,2,2,0
X3,2019,6770,Automatic,101461,Diesel,295,42.1,3.5,4,1,0,0,Diesel,9,0,0,0,1
X3,2021,72345,Automatic,100099,Other,217,43.4,3.0,2,1,0,0,Other,9,0,3,2,1
X4,2010,36220,Automatic,77925,Petrol,265,51.0,3.0,13,1,0,0,Petrol,10,0,4,1,0
3 Series,2019,89314,Automatic,52035,Petrol,161,32.3,4.0,4,1,0,0,Petrol,2,0,4,2,1
1 Series,2018,3000,Manual,110863,Diesel,35,41.1,4.4,5,0,1,0,Diesel,0,1,0,0,1
3 Series,2012,65000,Automatic,14490,Diesel,74,56.1,3.0,11,1,0,0,Diesel,2,0,0,2,0
3 Series,2021,30351,Automatic,7044,Petrol,134,22.7,2.0,2,1,0,0,Petrol,2,0,4,1,1
X3,2012,86259,Automatic,28509,Other,271,56.2,1.5,11,1,0,0,Other,9,0,3,2,0
X1,2019,30842,Manual,28844,Diesel,178,49.2,2.5,4,0,1,0,Diesel,7,1,0,1,1
X1,2018,37247,Automatic,63212,Diesel,158,50.8,2.0,5,1,0,0,Diesel,7,0,0,1,1
1 Series,2019,10187,Automatic,133278,Diesel,242,22.6,2.0,4,1,0,0,Diesel,0,0,0,0,1
X3,2012,10462,Semi-Auto,115587,Petrol,203,27.5,3.0,11,0,0,1,Petrol,9,2,4,0,0
3 Series,2017,59713,Manual,79632,Other,282,57.0,3.0,6,0,1,0,Other,2,1,3,2,1
X3,2011,59395,Automatic,53232,Diesel,277,25.0,3.0,12,1,0,0,Diesel,9,0,0,2,0
X1,2022,103235,Automatic,36228,Petrol,142,45.2,2.0,1,1,0,0,Petrol,7,0,4,2,1
3 Series,2012,59574,Manual,86925,Petrol,7,51.3,2.5,11,0,1,0,Petrol,2,1,4,2,0
1 Series,2011,10646,Manual,38693,Diesel,115,29.3,2.0,12,0,1,0,Diesel,0,1,0,0,0
1 Series,2010,17826,Automatic,85533,Petrol,271,48.0,3.0,13,1,0,0,Petrol,0,0,4,0,0
2 Series,2011,3000,Automatic,101019,Hybrid,175,22.6,3.0,12,1,0,0,Hybrid,1,0,2,0,0
X2,2017,73707,Automatic,88165,Other,213,40.0,2.5,6,1,0,0,Other,8,0,3,2,1
X1,2018,26013,Automatic,35337,Diesel,214,33.4,2.0,5,1,0,0,Diesel,7,0,0,1,1
1 Series,2022,84353,Automatic,18060,Diesel,56,45.8,2.0,1,1,0,0,Diesel,0,0,0,2,1
5 Series,2011,69410,Automatic,49993,Diesel,228,55.6,4.0,12,1,0,0,Diesel,4,0,0,2,0
X3,2016,30484,Semi-Auto,80459,Petrol,299,25.0,1.5,7,0,0,1,Petrol,9,2,4,1,0
X5,2014,20297,Manual,108606,Diesel,36,38.0,3.0,9,0,1,0,Diesel,11,1,0,0,0
1 Series,2012,13429,Automatic,116600,Petrol,283,36.9,1.5,11,1,0,0,Petrol,0,0,4,0,0
1 Series,2018,50507,Automatic,6322,Diesel,223,33.0,2.0,5,1,0,0,Diesel,0,0,0,2,1
X3,2015,9707,Automatic,39438,Petrol,200,39.2,2.0,8,1,0,0,Petrol,9,0,4,0,0
5 Series,2020,33172,Automatic,80369,Petrol,99,55.2,4.0,3,1,0,0,Petrol,4,0,4,1,1
3 Series,2010,21940,Automatic,19134,Petrol,281,58.9,2.0,13,1,0,0,Petrol,2,0,4,1,0
1 Series,2014,19411,Automatic,8575,Diesel,74,20.1,4.4,9,1,0,0,Diesel,0,0,0,0,0
7 Series,2016,43695,Automatic,77899,Diesel,211,49.6,3.5,7,1,0,0,Diesel,6,0,0,1,1
2 Series,2013,68186,Automatic,89307,Petrol,190,44.6,3.0,10,1,0,0,Petrol,1,0,4,2,0
X7,2017,11188,Manual,95265,Diesel,62,59.8,2.5,6,0,1,0,Diesel,13,1,0,0,1
X1,2019,35851,Automatic,20812,Petrol,111,23.6,4.4,4,1,0,0,Petrol,7,0,4,1,1
7 Series,2014,19158,Automatic,45522,Diesel,142,52.5,2.5,9,1,0,0,Diesel,6,0,0,0,0
1 Series,2018,46519,Manual,89383,Diesel,98,57.4,2.5,5,0,1,0,Diesel,0,1,0,1,1
7 Series,2018,57625,Automatic,25932,Petrol,264,56.5,3.0,5,1,0,0,Petrol,6,0,4,2,1
5 Series,2018,59441,Automatic,49966,Petrol,224,42.4,2.0,5,1,0,0,Petrol,4,0,4,2,1
X1,2010,63581,Automatic,46580,Other,74,33.1,2.0,13,1,0,0,Other,7,0,3,2,0
5 Series,2011,3000,Semi-Auto,109113,Diesel,277,45.6,4.4,12,0,0,1,Diesel,4,2,0,0,0
3 Series,2012,83775,Automatic,27199,Petrol,197,32.2,3.5,11,1,0,0,Petrol,2,0,4,2,0
1 Series,2013,3000,Automatic,104528,Diesel,183,36.5,2.5,10,1,0,0,Diesel,0,0,0,0,0
3 Series,2019,6485,Automatic,145909,Petrol,292,37.8,2.5,4,1,0,0,Petrol,2,0,4,0,1
1 Series,2018,30321,Automatic,13688,Petrol,56,32.1,3.5,5,1,0,0,Petrol,0,0,4,1,1
3 Series,2019,24053,Automatic,141859,Diesel,248,33.7,3.0,4,1,0,0,Diesel,2,0,0,1,1
i3,2022,22053,Automatic,91640,Petrol,113,20.3,2.5,1,1,0,0,Petrol,15,0,4,1,1
5 Series,2015,17983,Semi-Auto,61539,Diesel,139,31.9,2.5,8,0,0,1,Diesel,4,2,0,0,0
7 Series,2010,7330,Semi-Auto,132135,Diesel,40,38.9,2.0,13,0,0,1,Diesel,6,2,0,0,0
4 Series,2021,75118,Automatic,78688,Petrol,152,26.9,2.0,2,1,0,0,Petrol,3,0,4,2,1
i8,2018,67566,Automatic,85732,Diesel,231,52.2,6.0,5,1,0,0,Diesel,16,0,0,2,1
X1,2015,46131,Automatic,147031,Petrol,104,41.5,5.0,8,1,0,0,Petrol,7,0,4,1,0
X6,2013,3000,Manual,148128,Diesel,105,51.8,2.5,10,0,1,0,Diesel,12,1,0,0,0
3 Series,2013,19297,Automatic,4135,Diesel,299,25.1,2.5,10,1,0,0,Diesel,2,0,0,0,0
3 Series,2012,27759,Automatic,18564,Electric,129,52.8,3.5,11,1,0,0,Electric,2,0,1,1,0
5 Series,2016,59322,Manual,64258,Petrol,160,58.3,3.0,7,0,1,0,Petrol,4,1,4,2,1
X3,2012,3000,Manual,104813,Petrol,256,34.1,1.5,11,0,1,0,Petrol,9,1,4,0,0
X3,2011,65229,Automatic,28462,Diesel,228,31.4,2.5,12,1,0,0,Diesel,9,0,0,2,0
3 Series,2019,70623,Semi-Auto,57682,Petrol,181,45.9,2.0,4,0,0,1,Petrol,2,2,4,2,1
1 Series,2017,33645,Semi-Auto,3728,Diesel,13,45.4,6.0,6,0,0,1,Diesel,0,2,0,1,1
X1,2013,11203,Automatic,139703,Petrol,99,24.5,3.0,10,1,0,0,Petrol,7,0,4,0,0
1 Series,2017,3000,Automatic,142956,Diesel,224,57.1,1.5,6,1,0,0,Diesel,0,0,0,0,1
X1,2010,73508,Semi-Auto,25974,Petrol,230,39.2,4.4,13,0,0,1,Petrol,7,2,4,2,0
X3,2014,18141,Automatic,116092,Diesel,52,50.6,4.4,9,1,0,0,Diesel,9,0,0,0,0
X3,2022,67595,Automatic,102177,Diesel,5,34.4,2.5,1,1,0,0,Diesel,9,0,0,2,1
